,종목명,날짜,전체평점,평점,제목,장점,단점,이직이유
666,라온시큐어,2022.01.27,3.3,4.0,“계속 발전하는 회사. ”,대부분의 영역에서 평균정도 되는 것 같다. 점점 회사 규모가 커지고 있다.,빡센일 걸리면 계속 힘들수 있음. 회사의 제품에 비해 수익이 적은 것 같다.,
667,라온시큐어,2022.01.25,3.3,4.0,“사내문화는 좋지만.. 흠 다른거는?”,"부서마다 다르겟지만 사내문화는 좋은것 같다.
수면실 패밀리데이 등 복지는 잇지만..","복지는 많이 잇는것 같지만 먼가 애매하다.
상여금이 별로도 없다",
668,라온시큐어,2022.01.20,3.3,4.0,“워라벨이 좋은 회사”,"워라벨이 좋고 문화가 괜찮은 회사인 듯
같이 일하는 사람들도 좋은 사람이 많음","상대적으로 연봉이 적다고 생각.
생각했던 것을 하기에는 시간이 조금 모자란 것 같은 느낌",
669,라온시큐어,2022.01.20,3.3,3.0,“나쁘진 않다.”,"그룹웨어, 메신저, 이슈관리, 제품관리… 시스템이 없진 않다.","애매하게 지정되는 평가기준, 윗선의 생각만으로 뒤바뀌는 평가 등급, 어떻게 관리되는지도 알 수 없는 인사제도… 규모에 비해서는 시스템이 부족하다.",
670,라온시큐어,2022.01.18,3.3,5.0,“워라밸은 보장”,"워라밸 보장되고 사내 복지 괜찮음.
시설 깔끔하고 위치도 역삼역 나오자마자 바로 앞",많은 직원이 연봉에 불만을 가지고 있는 거 같음. 나름 신경쓰는 거 같지만 현실이란 벽에 부딪힌 느낌,
671,라온시큐어,2022.01.14,3.3,3.0,“워라밸이 보장되는 회사”,워라밸이 보장되고 연차 사용이 자유로우며 코로나로 인한 재택근무가 가능하다,경력자를 포함하여 기존 인력들의 방어력이 강해 적응하기 힘들다,
672,라온시큐어,2021.12.30,3.3,4.0,“전체적으로 만족할만한 평균적인 IT 회사”,"전반적으로 만족하며 다니고 있음.
IT업계 평균? 또는 그 약간 이상의 회사.","체계적인 부분에서 좀 부족함이 있지 않나 싶다.
팀이 구분되어 있지만 팀 별 역할이 명확하지 않은 느낌임",
673,라온시큐어,2021.12.13,3.3,3.0,“워라벨은 좋음”,"워라벨 좋움
조직문화 좋음
나머진 생각이 안남
그정도?","워라벨만좋음
급여는 그냥저냥임
급여에 맞게 알아서 워라벨 챙기면 됨.",
674,라온시큐어,2021.12.08,3.3,2.0,“점점 멈춰 가는 회사”,팀을 잘 만나면 다닐만은 하나 각 부서내 방어적이라 협조 어려움. 부동적인 분위기,경영진부터 정체되어 가서 변화에 뒤쳐지고 있으나 인정하지 않음,
675,라온시큐어,2021.12.07,3.3,3.0,“신입이 입사 후 경험하기엔 좋은곳”,"역삼역 앞에 있어 출퇴근 용이
깨끗한 사내공간과 사무실
실력있는 실무진들",약간의 꼰대 문화가 존재했다. 지금은 그런지 모르겠지만,
676,라온시큐어,2021.12.06,3.3,2.0,“눈에 안띄면 편안회사”,"음………….
눈치는 크게 안 봐도 되는 것 같고….
개발자가 다니기엔 좋고
현장뛰는 업무는 나쁘고","연봉낮고 복지없고 일 하는 사람만 하고
어디든 비슷 하겠지만",
677,라온시큐어,2021.12.05,3.3,3.0,“무난한 중소”,"비교적 자유로운 문화, 그거말곤 잘 모르겠음.
뭐가있나","꼰대, 팀간 정확한 r&r이 없는 부분이 많고 애매한 일거리가 종종 생기는편이라 일하는 놈만 갈려나감",
678,라온시큐어,2021.11.24,3.3,3.0,“워라벨은 어느정도 ”,"직원들 서로 잘 지내는듯
새로운 사업에 도전이 좋아보임","팀별로 분위기가 상당히 다름
노는 사람이 종종 보임 ㅋ",
679,라온시큐어,2021.11.20,3.3,2.0,“부바부 사바사 펀펀한 문화는 어디..?”,"역삼역 앞 위치한 회사, 자유로운 연차 사용, 전반적으로 사람은 좋음","미사용 연차 수당 없음, 고인물 몇명이 전체 분위기를 좌지우지, 보고를 위한 보고, 타업종 대비 적은 연봉",
680,라온시큐어,2021.11.17,3.3,3.0,“무능한 경영진 빼고는 나쁘지 않은 회사”,"라운지가 이쁘고, 맛있는 과자를 싸게판다 주는게 아니다 판다.",무능한 경영진이 투자만 하고 직원들에게 투자는 안함 겉만 번지르르,
681,라온시큐어,2021.11.11,3.3,3.0,“부바부지만 일은 많이배웠고 죽도록 야근함..”,일을 많이배워서 커리어향상에 도움이 되었습니다 하지만 부바부...,야근하고 또 야근하고 다음날도 야근하고 주말도 일하지만 포괄임ㄱ....,
682,라온시큐어,2021.11.07,3.3,4.0,“워라벨 보장 및 좋은 사람들”,"팀바팀이겠지만 좋은 사람들이 많습니다.
부바부일 수 있겠지만, 워라벨도 이정도면 훌륭하다고 생각합니다.","개발직은 연봉은 요즘 추세에 못미칩니다. 근래, 줄퇴사의 원인입니다. 개인적으로 내년 연봉협상에 따라 지금 남아있는 사람들의 행보가 바뀔 수 있다고 생각합니다.",
683,라온시큐어,2021.10.31,3.3,3.0,“워라벨 원툴”,"워라벨 하나로 다니는 곳, 같은 팀에 실력있는 사람들이 많음","연봉이 안오름, 실력에 비해 연봉이 짬, 그래서 다들 나감",
684,라온시큐어,2021.10.25,3.3,2.0,“워라벨 벗 노 발전”,자유로운 분위기 그런데 성장하고자 하면 불만이 많이 쌓일수 있다,커리어 망가짐. 한가지만 파서 전문가가 되기 어려운 구조,
685,라온시큐어,2021.10.24,3.3,4.0,“워라벨이 보장되는 회사”,"코로나 단축근무 1시간(9to5) : 지하철 혼잡 시간을 피해 퇴근할 수 있음.

한달에 한번 금요일 페밀리데이 : 4시 퇴근

역삼역에서 1분거리 : 출구 앞에 바로 회사건물","연봉이 별로 높지 않고 보여주기식 복지가 많음.

꼰대들이 좀 있음

발전이 없어 보이는 업무",
686,라온시큐어,2021.10.21,3.3,3.0,“워라벨이 보장되는 회사”,"수평적인 분위기
역삼역 도보 1분 거리의 좋은 위치
패밀리데이로 월 1회 2시간 조기퇴근","부서마다 다르겠지만 업무량이 많음
무의미한 회의가 많음
프로세스가 잡혀있지 않음",
687,라온시큐어,2021.10.21,3.3,3.0,“경험쌓기 좋은회사”,"100원 커피, 조식, 회사 콘도, 렌트, 마사지의자 등",단점이라면 체계가 잘잡혀서 할게 많다. 적응하는데 은근 빡세다,
688,라온시큐어,2021.10.15,3.3,2.0,“사업이 여기저기 끌려다니면서 내 커리어 망가지는 회사”,"커피와 음료 100원의 복지, 동료와 분위기는 좋음 조용해서 집중할 수 있음",사업 방향이 중심이 없어 하는대로 하면 개발자로서 커리어 망가지며 모든게 레거시 그리고 타 팀과 업무 공유가 원할하지 않음,
689,라온시큐어,2021.10.12,3.3,1.0,“구멍가게”,능력되면 칼퇴 가능함. 근데 어느회사든 팀바팀 케바케임.,연봉협상하면 퇴직 생각뿐. 오래 다닐 회사가 아님. 일 잘하면 일을 계속 쌓아줌.,
690,라온시큐어,2021.09.28,3.3,3.0,“워라벨 보장됩니다”,"자율출근, 자유로운 연차사용 등 워라벨을 지키기 좋은 환경",동종업계대비 연봉이 낮아서 최근 퇴사하는 사람들이 늘어남,
691,라온시큐어,2021.09.23,3.3,5.0,“보안업계 최고의 기술력 보유”,"워라벨 추구하는 펀펀한 분위기
기술력 높음
보안업계1위","이직율 높아 불안함
부서별 분위기 다름
인원확장으로 어수선",
692,라온시큐어,2021.09.17,3.3,4.0,“보안업계에서는 평균 이상은 됩니다”,"배려있는 동료들, 휴게시설, 매점 등이 장점이었지만 장점이 사라지고 있습니다",올해 능력있는 분들이 많이 퇴사하고 신규 인력이 충원되어 실제 실무를 할 수 있는 사람이 구성원에 비해 적습니다,
693,라온시큐어,2021.09.13,3.3,4.0,“워라벨이 좋은 회사”,"출퇴근 자유로움.
서로에게 친절함.
직원복지를 위하는 회사.","이유는 모르지만 계속 바쁨.
출퇴근 점심시간 엘리베이터 잡기 어려움.",
694,라온시큐어,2021.09.13,3.3,3.0,“워라밸은 보장되는편인 회사”,일단 워라밸이 보장되서 좋습니다. 복지도 상당히 신경써주는 편입니다.,"커리어쌓기가 힘들고 프로젝트 담당이 자꾸 바뀌거나 개발일정 변동이 있어 맞추기 어렵습니다. 복지는 좋은데 그것보단 연봉을 좀 ...
퇴사율이 높습니다.",
695,라온시큐어,2021.09.10,3.3,2.0,“하루 앞을 내다보는 회사”,"업무 강도가 높지 않고, 일을 처리할 때 문제만 없으면 됩니다.

필요한 상황이 아니라면 퇴근과 출근이 매우 자유롭습니다.","체계가 없고, 커리어적으로 도움이 되는 프로젝트를 수행하는 경우가 드뭅니다.

그럴듯한 목표를 구상하지만, 그 비전이 구체적이지 않고, 가능성이 의심되는 업무가 많아 아쉽습니다.",
696,라온시큐어,2021.09.08,3.3,3.0,“중소기업중엔 탑”,"팀바팀이지만 모난사람 없음.
자유로움.
워라밸 괜찮음.
직원 의견 들어주려고함.
초역세권 역에서 10초","커리어 발전 없음
줄줄이 소세지처럼 퇴사러쉬
그만큼 인력채워넣기 바쁨
월급외에 달 10 밥값빼곤 +@ 없다고 보면됨
일이 몰림. 하는사람만함.
고인물 많음.",
697,라온시큐어,2021.09.06,3.3,4.0,“동료애 최고!”,"경영진을 제외하고는 너무 좋습니다.
일이 많으면 사람이 좋다는 말이 여기서 확실해집니다.","성과급이나 상여가 없어요.
워라벨이 있다가도 없다...?
포카칩같은 회사...(난 분명 과자를 샀는데 안에는 질소뿐..)",
698,라온시큐어,2021.08.24,3.3,3.0,“워라벨을 내세움”,"워라벨을 내세우니 워라벨만큼은 지켜줄려고 하는 의지, 패밀리데이, 단축근무 등","루팡들이 득실, 업무량 불평등 심함, SI 위주의 개발, 로드맵 불확실",
699,라온시큐어,2021.08.02,3.3,5.0,“성장할수있는 회사”,좋은 사람들이자 훌륭한사람들과 같이 일할수있는 장점이있음,부서마다 다르겠지만 특정부서는 업무강도가 강한느낌이있음,
700,라온시큐어,2021.07.29,3.3,3.0,“워라벨 좋은 회사”,보안회사라 하면 팍팍할 것 같지만 예상과는 다르게 워라벨이 가능한 회사입니다.,보안회사가 너무 많아 매출이 높지 않아 서비스 회사에 비해 연봉이 높지는 않습니다,
701,라온시큐어,2021.07.27,3.3,2.0,“워라벨은 보장해주는 것 같은 회사”,"스스로 부지런하다면, 자신의 기술적능력이나 가치를 발전시킬 수는 있습니다","업무적인 면에서 커리어를 기대할 수 없습니다
외부에 알려진 라온의 문화는 기대할 수 없습니다",
702,라온시큐어,2021.07.13,3.3,4.0,“워라벨이 보장”,"같이 일하는 동료가 좋으며, 휴가 나 반차 눈치를 안봐도됨",연봉과 경영진 마인드에 대해 다소 불만이 있음. 이거 때문에 주변 동료가 떠나는 사례가 많음,
703,라온시큐어,2021.07.04,3.3,2.0,“워라밸 좋습니다. 위치와 시설이 좋습니다.”,"워라밸이 좋습니다. 휴가눈치 안봅니다.
사람들도 대부분 젠틀하신편.
휴식공간이 곳곳에 잘되있습니다.","워라밸만 좋습니다.
돈버는사업이 안보입니다.
머리쓸일도 없어보입니다. 의사결정은 한분이 다 하시는듯합니다.",
704,라온시큐어,2021.06.30,3.3,3.0,“워라밸은 보장됨”,"정부지침에 따라 공지가 나옴
복지는 간식바와 한시간 조기퇴근이 있음","사건이 터지고 나서야 수습하는 경향이 있음
불필요한 회의가 잦음",
705,라온시큐어,2021.06.29,3.3,3.0,“함께 일하는 동료가 좋음”,직원들이 대체로 인성 좋음. 회사 위치가 좋고 시설 깨끗함,"팀바팀 업무량 편차가 큼. 매번 칼퇴하는 사람이 있는 반면, 매번 야근하는 사람도 있음
체계가 없고 관리가 잘 안됨. 조직에 변화가 잦음",
706,라온시큐어,2021.06.29,3.3,4.0,“워라벨 좋음”,"휴가 자유롭게 사용
소소한 복지
좋은 사람들
근무강도 중하 정도","아직도 옛날 마인드의 회사
직원들의 사기 저하(도태, 메너리즘)","좋은 기회가 생겨서 이직함
연봉 많이 주는 곳으로..."
707,라온시큐어,2021.06.27,3.3,1.0,“경영진 정말 노 답 입니다. 일괄적인 답변. 대표님 컴펌 받았어??”,역삼역 바로 옆에 있다. 스타벅스가 1층에 있다. 최근 인테리어 공사해서 책상이 깨끗하다,"장점 빼고 다 단점.
대표 독재 기업.
커리어 쌓는거는 포기 해야하고 어떻게 잘 보여야만 하는지는 확실하게 배울 수 있다.
능력없는 팀장 본부장들. 서로 잘난척만. 니들 생각 아니면 아는 척 하지 말고 남의 의견을 좀 들어.",내가 뭐 하는지. 왜 여기 있는지 모를 정도로 바보가 된다. 직원을 소모품으로 생각 하는 회사.
708,라온시큐어,2021.06.21,3.3,5.0,“대부분이 워라밸보장되지만 아닌부서도 있음”,"워라밸이 좋고 안마의자 있음
카페테리아가 좋음
역삼역 도보1분이내","경영진의 보여주기식 복지
낮은 연봉 포괄임금제
워라밸 최악 부서 존재",
709,라온시큐어,2021.06.13,3.3,3.0,“수평적인 회사를 지향하느라 내부에서 소음이 생기네..”,"다양한 업무경험
사람들이 나쁘지 않다
패밀리데이 조기퇴근
생일 조기퇴근
역삼역에서 10초
문화는 대체로 좋고 자유로운 편","다양한 업무경험 = 끝나지 않는 업무시간
사람들이 나쁘지 않지만 이상한 사람은 간혹 있음
패밀리데이 조기퇴근을 내가 누려볼 수 있을까?
생일 조기퇴근인데 생일이 주말이면 패스 ㅋ
문화는 좋고 자유로우나 어디까지나 직원들끼리의 얘기고 임원진들에게는 너무나 엄격한 수직적인 분위기...",이제 그만 저녁이 있는 삶을 살아보렵니다........
710,라온시큐어,2021.06.11,3.3,4.0,“워라밸은 보장되나 급여가 적다”,워라밸이 보장된다. 칼퇴하고 집가서 이것저것 공부할 수있다.,연봉이 너무 조금이다.. 그리고 평가 체계가 제대로 확립되어있지 않다.,
