종목명,날짜,전체평점,평점,제목,장점,단점,이직이유
캠시스,2022.04.28,2.6,4.0,“워라벨”,워라벨이 좋으며 퇴근이 칼퇴근이 보장되는 회사임 삶의 질향상,10년 가량 및 이상된 오래된 직원들의 협업 역량부족하며 회의시 기존 구태만 앞세우며 도무지 쳐 들을려고 하지않는다.,
캠시스,2022.04.28,2.6,3.0,“사관학교 ”,사내식당으로 식사 메뉴 고민 없음. 다양한 업무 경험 이직하는데 도움이 됨(이직자들 보면서 느낌),"해외 출장, 사무실 근무환경, 주력 사업에 대한 투자가 너무 보수적임.",
캠시스,2022.04.28,2.6,3.0,“워라벨이 보장되는 회사^^”,"워라벨이 보장되며, 개인적인 역량을 키울 수 있는 회사, 회사 분위기 자유로운 편","중견기업 규모, 매출액 규모에 비해 급여수준 및 복리후생제도 낙후.",
캠시스,2022.04.27,2.6,3.0,"“워라벨이 보장은 되나, 본틴이 쟁취해야함.”","저녁에 고생한다고 라면 먹여주고.
업무중 출출할까봐 매점도 만들어줬어요","직원 복지라는 명목으로 사내 매점 개설 및 저녁에 라면을 취식하게 해주지만, 원래 저녁은 줬다가 뺐었고 이후로 중식메뉴로 배달 시켜주다가 없애고, 라면으로 퉁치며 야근 시키는 그런 회사. 복지는 점점 안좋아지고 있는게 현실.
매점은 만들어줬지만, 사용하는 사람만 하는 그런 매점. 월급은 돈많은 직원만 더더 오르고 낮으면 더더 안오르고. 그런회사",
캠시스,2022.04.26,2.6,2.0,“중견같은 중소기업....겉치레 ”,"1. 복지 및 사내환경 개선을 노력하고자 함...단 투자가 적다는 것..
2. 사내식당 운영으로 조중식제공
3. 최근 사내 휴게라운지 운영 나름 만족
4. 중견기업 타이틀로 경력 쌓기 문안함","1. 일을 진행하는 데 있어 최종결정이 느림, 결정이 되더라고 보류되는 경우가 있음
2. 조직이 역피라미드 구조 최근 중간 및 실무자 퇴사 다수 발생
3. 삼성 1차 밴더 네임밸류 치고 내실 부족
4. 임원부터가 보수적인 마인드로 트랜드에 못맞춰감
5. 생각보다 연봉이 작고 최근 인상율도 박해짐",
캠시스,2022.04.25,2.6,2.0,“팀마다 분위기가 다른 회사”,연차 사용이 자유롭고 복지포인트나 워라밸이 잘 지켜진다는 점이 좋다,팀을 잘못 만나면 감정대로 일을 처리하고 본인들의 생각이 무조건 맞다 하는 꼰대들이 너무 많아서 감정소모가 심해질수도 있음,
캠시스,2022.04.21,2.6,1.0,“워라벨은 있으나 복지는 업계 최저”,"업무에 대한 압박이나, 부담감이 없음
근무 분위기가 좋고, 자유로움","직원이 봉
업계 최저 수준의 급여와 복지 수준
출장비는 무료 봉사 수준으로 지급
업무나, 출장 간 불가피한 사항으로 개인 비용 지출 시 비용처리 받기 어려움
역 피라미드 형태의 인력 구조 (직급 높은 사람이 많음)
회사 규모 대비 임원이 매우 많음",
캠시스,2022.04.20,2.6,1.0,“복지가 무엇인지 모르는 회사”,"직원들의 워라밸이나 회사 사내 분위기는 좋음.
업무에 대한 부담감도 적음.","최악의 연봉과 복지 수준.
직원을 상대로 원가 절감을 하는 수준.
직원 수에 비해 너무 많은 임원.
심각한 역피라미드 구조
업무 능력 미달이어도 회사 차원에서 압박이 없음.",
캠시스,2022.04.17,2.6,2.0,“개인발전은 약한 회사”,"사내식당은 맛있고 괜찮은 편
자유로운 연차사용 가능한 편",자유로움과 수평을 말하지만 은근한 수직문화 경향이 있음,
캠시스,2022.04.01,2.6,4.0,“워라벨보장 탄탄함 but 급여가 좀 아쉬운 회사”,"카메라라는 비전있는 아이템을 통한 커리어 향상
워라밸 강추
야근 거의 없음 - 거의 모든 부서
휴가 눈치 안봄 - 거의 모든 부서
밥 맛있음
복지 신경쓰려고 함","급여가 좀 짬
적자나는 신규사업 때문에 기존 캐쉬카우 부서의 급여가 ... 아쉬움

삼성이라는 큰 고객이 있어서 그런지 새롭게 도전하려는 부분이 부족",
캠시스,2022.03.30,2.6,5.0,“워라밸 보장 최고 수준”,"동종 업계 워라밸 보장 최고
여러가지 업무 기회 다양하게 제공
카페테리아 최고에 밥 맛있음","동종 업계 대비 급여 낮은 것 같음
일부 오래된 문화는 좀 있는 편",
캠시스,2022.03.26,2.6,3.0,“과도기인 회사 (고급인력 관리 미흡)”,"팀원들간의 원활한 소통, 권한과 책임을 주는 회사
본인이 열심히하면 모든 할 수 있는 회사","경영진 및 팀장간의 소통 부재, 인력관리 미흡,
카메라모듈 제외한 나머지 사업성 악화",
캠시스,2022.03.02,2.6,2.0,“급여는 잘 주는 회사”,식사는 잘 나오는 편임. 보안도 매우 좋은편에 속해요. 급여 밀린적이 단 한 번도 없다는 것이지요.,주말에 일해도 야근을 해도 주 52시간 얘기하면서 근무한만큼 잘 안 챙겨준다는 것이예요.,
캠시스,2022.03.01,2.6,2.0,“무능력한 상사들 겁나 많음(+저임금)”,"워라밸이 좋고 사람들이 착함. 칼퇴 할수 있음.
여자들이 다니기엔 좋은것 같음","완전한 역피라미드라 윗 직급이 훨씬 많은 사람이 분포 되어 있음. 오래된 무능력한 상사,임원들이 엄청 많음. 회사 경영진의 능력을 의심할만큼 사업 자체가 제대로 안되고 있음. 재무재표 보면 완전 노답. 연봉은 진짜 낮음..",
캠시스,2022.02.09,2.6,2.0,"“워라밸보장, 카메라 모듈 원툴, 역피라미드, 무능력 부장급 다수”","워라밸보장
연차사용자유로운편
일이없음
더이상쓸게없음 진짜임","일이 없음
일이없어서연차를강제로지정해서다같이쓰게함
능력 없는 부장급이 너무 많음
부장들 일하는 척, 바쁜척, 자기 아이디어인척
젊은 사람들이 기를 못 피며 획기적인 기획이 나올 수 없음
이상한데 돈만 쓰고 뻔하게 말아 먹음",
캠시스,2022.01.13,2.6,3.0,“여러 기회가 보장되어있는 회사”,나름대로 수평적인 분위기로 노력하는 모습을 긍정적으로 봐주는 기업 문화,제도와 체계가 부족해서 노력하는 직원들도 빠르게 의욕을 잃기 쉬움,성장 가능성과 보상이 낮아 역량있는 직원들은 대부분 퇴사 러쉬
캠시스,2022.01.13,2.6,2.0,“안되는거만 고집하는회사”,"일이 많아 배우고싶은사람이면 많은 경험들을 할수있음
밥잘주는게 유일한 장점이였으나 그나마도 저녁식사없앰",임원이 너무많고 쓰는돈은 많은데 직원들한테만 절약하라고 강요하고 안되는 사업만 주구장창해서 돈버는 사업부에 이익을 다까고 그래서 상여도 안나옴..,
캠시스,2022.01.02,2.6,1.0,“임직원을 생각 안함”,밥이 잘 나옵니다. 이직 사관 학교라 경험 쌓이고 이직 준비 하기 좋습니다.,"역 피라미드 구조라서 밑에 직원들만 일함.
차장, 부장 급 인원 업무 역량이 떨어짐",
캠시스,2021.12.27,2.6,2.0,“워라벨만 보장됨 그것드 부바부”,사람들이 너무 좋고 밥이 맛있습니다. 그러고 워라벨있어요,급여가 적고 부서별 업무강도가 다릅니다 스킬업하기 ㅁ들어요,
캠시스,2021.12.09,2.6,4.0,“빠른 퇴근”,"눈치암보고 연차사용
아침 점심 줌
퇴근눈치안봄
전반적으로 좋음","신사업 지속성없음
신입없음
매출이 삼성에만 집중됨
관리직원 너무 많음",
캠시스,2021.05.31,2.6,3.0,“품질 경영을 앞세우지만 아직 갈길이 멀다”,"밥 맛있고, 주위가 조용하고, 그 외엔 잘 모르겠다..","품질 개선의 의지는 알겠는데, 계획이나 실천이 미비하여 항상 문제점으로 지적됨",
캠시스,2021.02.16,2.6,3.0,“워라벨이 보장되는 만큼 다른 부분에서 빈약하다”,"보장된 워라벨, 자유로운 연차사용, 나쁘지 않은 복지, 부바부지만 괜찮은 분위기","애매하게 낮은 연봉, 고인물을 위한, 고인물 중심의 밥그릇 사수",
피에이치에이,2022.07.26,3.0,2.0,“신입이 돈벌기 좋은 회사”,평화 계열이다보니 사람들이 많이 안다? 월급이 많다? 정도,사람을 사람처럼 보지 않는다. 고인물 파티. 경영진 변화 후 이상해진 회사,정규직 전환 조건으로 입사했는데 회사가 어렴드는 이유로 정직 전환 안됨
피에이치에이,2022.08.06,3.0,4.0,“대구에서는 나름 인지도 높은회사”,대구에서는 나름 인지도가 높고 급여가 동종업계대비 만족할만한 수준,"대기업에서 추구하는 정책들을 도입은 하나
직원들 위해 이루어지는 것은 하나도 없음",
피에이치에이,2022.07.21,3.0,2.0,“나름 괜찮은 회사지만 지금 상황은 안좋은 회사”,급여 괜찮은듯. 복지 좋은편. 지역 내 인지도. 구내식당운영.,"낙하산과 고인물파티
회장바뀌고 나서 이상해짐.
경영상황 안좋음.
보고서나 품의서 너무 많음.
인건비 줄여서 수익성 높이려는 회사.",
피에이치에이,2022.07.12,3.0,3.0,“가늘고 길게 다닐회사”,"사원 대리 과장급 까지는 사람들이 괜찮습니다.
그 위로는 꼰대력이 폭발합니다.","업무 보다는 줄타기, 보고를 위해 가라로 진행되는 업무들이 힘듭니다",
피에이치에이,2022.07.12,3.0,2.0,“적어도 워라밸은 보장”,"시차출퇴근제, 유연제 등 대기업 비슷하게 따라갈려고 노력은 하고 있음.","회사의 비전, 목표가 없다는 점? 향후 5년, 10년 뒤 회사가 어떤 아이템을 가지고 성장해야 겠다는 목표 설정이 없음. 그냥 문짝에 들어가는 제품은 사라지지 않을꺼다 라는 생각이 태반임.
인력 충원도 없고, R&D에 투자 않함. 모든 기업이 마찮가지겠지만 투자 없이? 큰 꿈만 꾸고 있음",
피에이치에이,2022.07.09,3.0,4.0,“가족과 저녁시간 함께 가능”,다들 열심히 정직히 일하며 상호간 협의된 일정내 업무를 하고자하는 의지가 다들 많음,팀별로 각자의 입장에서만 생각하는 점이 있고 오래기간 팀장 자리에 있는 사람중에서 질문만 많고 같이 고민하고 방향제시는 안해줌 그냥 꼰대,
피에이치에이,2022.06.29,3.0,2.0,“변치않는다.워라벨 노력 중”,"조직 문화 쇄신을 위해 경영진이 힘씀
홍보도 하고 노력중
미래 먹거리 노력중","조직 문화 ㄷㄷㄷ
고인물은 살고 중간 관리자는 결국 퇴사함. 변화에 대한 위와 아래의 온도차. 젊은꼰대많음. 내로남불. 눈치보기 .",
피에이치에이,2022.06.01,3.0,3.0,“워라벨 좋고 대구에서 인지도 있음”,조직문화 개선 노력하고 워라벨 많이 좋아짐. 대구에서 인지도가 좋아서 부모님들이 좋아함,회사 비전이 없고 경영진의 무능력함. 아이템도 그저 그렇고 자연스럽게 망할듯,
피에이치에이,2022.05.17,3.0,4.0,“신사업 터지면 성장가능성 높은회사”,"워라벨 보장되는 회사
조직문화 개선에 노력하는 회사입니다","회사의 매출규모가 늘어나지 않아요
현재 사업이 정체되어 있는 느낌입니다.",
피에이치에이,2022.05.17,3.0,2.0,“워라밸이 힘든 회사”,월차 연차 휴가 의무사용으로 쉬는날은 비교적 많은편이라 좋음,퇴근이 늦고 5시 정시 퇴근하면 눈치주며 업무를 더 많이줘서 늦게 퇴근하게 만듬,
피에이치에이,2022.04.28,3.0,4.0,“그냥 회사”,"일을 많이 배운다.
프로젝트를 많이해서 좋다
퇴근이 자유롭다. 일없는 사람은","일이 많다
회사에 업무 분장 기준도 없고 그냥 말 잘하는 팀장이 장땡",
피에이치에이,2022.04.26,3.0,5.0,“급여가 괜찮은 회사”,"안정적이며 대구에서 급여가 괜찮다
대구권에서 나름 네임밸류가 있다","복지가 제대로 없는 수준이다
보고체계가 복잡하고 옛날식이다",
피에이치에이,2022.04.06,3.0,4.0,“워라밸 진짜좋고 대구에서 그나마 괜찮은 기업”,"사무직기준 워라밸 너무 잘지킴
소소하게 지급되는 수당들이 많음","페이퍼 서류가 불필요하게 많다고 들었지만
그정도는 아닌듯 싶음",
피에이치에이,2022.03.18,3.0,4.0,“대구 기업 ”,"식당 밥은 꽤나 맛있습니다
그리고.. 건물 시설 나쁘지 않구요..","딱딱한 분위기에 웃음을 잃어갑니다..
보수적인건 시간이 아무리 흘러도 안바뀔듯",
피에이치에이,2022.03.17,3.0,5.0,“내가 지금 다니고 있는 회사”,"대구에서 알아주는 자동차부품회사
상여금 있음
워라벨 있음","승진하기 어려움
언제든 짤릴 수 있음
월급으로 장난침",
피에이치에이,2022.03.12,3.0,3.0,“대구에서 이름 있는 회사”,"급여는 좋은 편, 휴가 자유롭게 사용, 대구에선 유명함","제조업 특유의 구식 분위기, 일이 많이 있음, 밥이 그저 그럼",
피에이치에이,2022.03.08,3.0,4.0,“워라밸이 보장되는회사”,다 좋다 월급 안밀림.!!! 시차 출퇴근제 있어서 차 막히는거 파할 수 있다.,밥이 맛 없다 출근 시간을 8시에 한다. 흡연장이 멀다,
피에이치에이,2022.03.07,3.0,3.0,“그냥저냥 다닐 수 있는 회사”,"PC-OFF 제도로 워라밸 좋은편
본사보다는 아무래도 연구소쪽이 분위기와 시설들이 좋은 편
연차 사용 자율(진리의 부바부)","임원들 간 소통이 잘 안되어 알력다툼이 심함
책임 or 과장급 이상에게는 업무성과에 대한 압박이 좀 있음
보수적인회사로 조직이 경직되어 있음 (개선중이긴하지만 연구개발조직에서 보는 입장은 여전히 보수적인 회사문화)",
피에이치에이,2022.02.21,3.0,3.0,“워라벨이 보장되는 회사”,"1. 부바부이긴 하지만 저녁있는 삶을 살수있다
2. 대구 시내에 회사가 위치해있다
3. 대구내에서 초봉이 나름 높다","1. 연봉인상률이 낮다
2. 젊은 꼰대들이 있다.
3. 재무팀의 힘이 너무 강하다",
